date,headline,sub-headline
7/15/18,Forget Suits. Show the Tattoo. Female Candidates Are Breaking the Rules.,"After years of being told to put on a suit and recite their résumé, women running for office are now revealing themselves in more complex ways."
7/16/18,"Just Sitting Down With Trump, Putin Comes Out Ahead","By attacking Europe and starting a trade war with America’s closest allies, President Trump has already advanced the agenda of President Vladimir V. Putin, analysts say."
7/16/18,He Preyed on Men Who Wanted to Be Priests. Then He Became a Cardinal.,"Cardinal Theodore E. McCarrick was removed from ministry last month for sexually abusing an altar boy. But for decades, the church overlooked his harassment of adult seminarians."
7/16/18,"How Israel, in Dark of Night, Torched Its Way to Iran’s Nuclear Secrets","The Israeli government showed three reporters, including one from The Times, documents indicating that the Iranian nuclear weapons program was larger and more sophisticated than once suspected."
7/16/18,Tracing Guccifer 2.0’s Many Tentacles in the 2016 Election,The indictment of 12 Russian operatives provides never-before-seen detail about the central role of the online avatar Guccifer 2.0 in the dissemination of stolen Democratic documents.
7/17/18,"Trump, at Putin’s Side, Questions U.S. Intelligence on 2016 Election","At the end of their first summit meeting, Mr. Trump would not say whether he believes American intelligence agencies or Mr. Putin about Russian electoral interference."
7/17/18,"Mariia Butina, Who Sought ‘Back Channel’ Meeting for Trump and Putin, Is Charged as Russian Agent",Ms. Butina was accused of trying to broker secret relationships with American politicians so Russia could influence American policies.
7/17/18,Trump Sheds All Notions of How a President Should Conduct Himself Abroad,"Rather than defend America against those who would threaten it, he attacked his own citizens and institutions while hailing the leader of a hostile power."
7/17/18,Republicans Rebuke Trump for Siding With Putin as Democrats Demand Action,"No Republican in Congress, however, pledged any particular action to punish President Trump, such as holding up his nominees, nor did any promise hearings or increased oversight."
7/18/18,A Besieged Trump Says He Misspoke on Russian Election Meddling,"President Trump was widely criticized, including by many in his own party, for what was viewed as unprecedented deference to President Vladimir V. Putin on Monday."
7/18/18,"For Republicans, ‘The Dam Has Broken.’ But for How Long?",Never in the modern era has a president engendered such a wave of discussion about whether his real loyalty was to a foreign power over his own country.
7/18/18,"After Putin Meeting, Trump Voters Mostly Dig In. But Cracks Are Showing.","President Trump has said his admirers will stand by him through anything. Now, a stunning news conference with the Russian president has provided a singular test case."
7/18/18,E.U. Courts New Partners With Japan Trade Deal,"Hunting for free-trade deals in Asia and Latin America, the bloc is trying to compensate for lost business with the United States."
7/19/18,Trump Says He Laid Down the Law in His Latest Account of His Meeting With Putin,But that statement was at odds with how the president had earlier has characterized the meeting and contradicted an answer he appeared to give earlier in the day.
7/19/18,E.U. Fines Google $5.1 Billion in Android Antitrust Case,"European officials hit the internet giant with the record penalty for abusing its power in the smartphone market, the region’s latest move to rein in the clout of tech companies."
7/19/18,"From the Start, Trump Has Muddied a Clear Message: Putin Interfered","Weeks before taking office, Donald J. Trump learned of highly sensitive intelligence about Russian election interference, but he has done all he can to suggest other explanations for the hacks."
7/19/18,"Maria Butina, Suspected Secret Agent, Used Sex in Covert Plan, Prosecutors Say","Ms. Butina was arrested over the weekend in Washington and was in contact with Russian intelligence, prosecutors said."
7/20/18,"Trump to Invite Putin to Washington, Blindsiding His Intelligence Chief",The announcement came as uncertainty spread throughout the government about what the president had agreed to.
7/20/18,Law That Saved the Bald Eagle Could Be Vastly Reworked,"The revisions have wide-reaching implications, including for how the federal government would protect species from climate change. "
7/20/18,Israeli Law Declares the Country the ‘Nation-State of the Jewish People’,Critics say that by giving a special status to Jews — and downgrading the status of the Arabic language — the legislation diminishes non-Jewish citizens.
7/20/18,Tariffs Imperil a Hometown Business in South Carolina: BMW,"The automaker became the No. 1 exporter of American-made cars, transforming Spartanburg. Now it is weighing the impact of an escalation of the trade fight."
7/21/18,Michael Cohen Secretly Taped Trump Discussing Payment to Playboy Model,The F.B.I. seized the recording in a raid. Its existence recording highlights the potential legal and political danger that Mr. Cohen represents to the president.
7/21/18,"Trump Blasts Fed, China and Europe for Putting U.S. Economy at a Disadvantage","The president turned his ire on the American central bank, as well as trading partners that are fighting back against his tariffs, in a series of Twitter posts."
7/21/18,"Missouri Duck Boat Accident Kills 17, Including 9 From Same Family","The tourist boat, carrying 31 people, sank in a storm that hit with shocking ferocity, raising new concerns about the safety of duck boats."
7/21/18,Pave Over the Subway? Cities Face Tough Bets on Driverless Cars,Transit advocates fear that unrealistic hopes for new technology — and how soon it’ll get here — could lead cities down the wrong path. 
7/22/18,There Is a Revolution on the Left. Democrats Are Bracing.,"After victories by progressive candidates in New York, Pennsylvania, Michigan and Maryland, young liberals are trying to remake the party into a ferocious opposition force."
7/22/18,"Tabloid Company, Aiding Trump Campaign, May Have Crossed Line Into Politics",Federal authorities believe that American Media Inc. acted more as a political supporter than as a news organization as it helped Michael D. Cohen suppress embarrassing coverage.
7/22/18,"Brazil’s Military Strides Into Politics, by the Ballot or by Force","Scores of former officers are running for office. And if the ballot box doesn’t work, some former officials warn of a possible military coup."
7/22/18,"Year After White Nationalist Rally, Charlottesville Is in Tug of War Over Its Soul","Nearly a year after the rally, the city’s first black female mayor has vowed to address centuries of racial and economic disparities."
7/23/18,"Lawmakers, Lobbyists and the Administration Join Forces to Overhaul the Endangered Species Act","In recent weeks, more than two dozen measures have been proposed to remove protections for species and weaken the law, which critics say impedes people’s livelihoods."
7/23/18,How a Trump Decision Revealed a G.O.P. Memo’s Shaky Foundation,Documents released over the weekend plainly demonstrated that key elements of Republicans’ claims about the F.B.I.’s surveillance of Carter Page were misleading or false.
